date,weekNum,stateNum,stateText,descText
20240526,7,1,休息日,正常休息日(周末)
20240527,1,0,工作日,正常工作日
20240528,2,0,工作日,正常工作日
20240529,3,0,工作日,正常工作日
20240530,4,0,工作日,正常工作日
20240531,5,0,工作日,正常工作日
20240601,6,1,休息日,正常休息日(周末)
20240602,7,1,休息日,正常休息日(周末)
20240603,1,0,工作日,正常工作日
20240604,2,0,工作日,正常工作日
20240605,3,0,工作日,正常工作日
20240606,4,0,工作日,正常工作日
20240607,5,0,工作日,正常工作日
20240608,6,1,休息日,法定休息日(法定节假日)
20240609,7,1,休息日,法定休息日(法定节假日)
20240610,1,1,休息日,法定休息日(法定节假日)
20240611,2,0,工作日,正常工作日
20240612,3,0,工作日,正常工作日
20240613,4,0,工作日,正常工作日
20240614,5,0,工作日,正常工作日
20240615,6,1,休息日,正常休息日(周末)
20240616,7,1,休息日,正常休息日(周末)
20240617,1,0,工作日,正常工作日
20240618,2,0,工作日,正常工作日
20240619,3,0,工作日,正常工作日
20240620,4,0,工作日,正常工作日
20240621,5,0,工作日,正常工作日
20240622,6,1,休息日,正常休息日(周末)
20240623,7,1,休息日,正常休息日(周末)
20240624,1,0,工作日,正常工作日
20240625,2,0,工作日,正常工作日
20240626,3,0,工作日,正常工作日
20240627,4,0,工作日,正常工作日
20240628,5,0,工作日,正常工作日
20240629,6,1,休息日,正常休息日(周末)
20240630,7,1,休息日,正常休息日(周末)
20240701,1,0,工作日,正常工作日
20240702,2,0,工作日,正常工作日
20240703,3,0,工作日,正常工作日
20240704,4,0,工作日,正常工作日
20240705,5,0,工作日,正常工作日
20240706,6,1,休息日,正常休息日(周末)
20240707,7,1,休息日,正常休息日(周末)
20240708,1,0,工作日,正常工作日
20240709,2,0,工作日,正常工作日
20240710,3,0,工作日,正常工作日
20240711,4,0,工作日,正常工作日
20240712,5,0,工作日,正常工作日
20240713,6,1,休息日,正常休息日(周末)
20240714,7,1,休息日,正常休息日(周末)
20240715,1,0,工作日,正常工作日
20240716,2,0,工作日,正常工作日
20240717,3,0,工作日,正常工作日
20240718,4,0,工作日,正常工作日
20240719,5,0,工作日,正常工作日
20240720,6,1,休息日,正常休息日(周末)
20240721,7,1,休息日,正常休息日(周末)
20240722,1,0,工作日,正常工作日
20240723,2,0,工作日,正常工作日
20240724,3,0,工作日,正常工作日
20240725,4,0,工作日,正常工作日
20240726,5,0,工作日,正常工作日
20240727,6,1,休息日,正常休息日(周末)
20240728,7,1,休息日,正常休息日(周末)
20240729,1,0,工作日,正常工作日
20240730,2,0,工作日,正常工作日
20240731,3,0,工作日,正常工作日
20240801,4,0,工作日,正常工作日
20240802,5,0,工作日,正常工作日
20240803,6,1,休息日,正常休息日(周末)
20240804,7,1,休息日,正常休息日(周末)
20240805,1,0,工作日,正常工作日
20240806,2,0,工作日,正常工作日
20240807,3,0,工作日,正常工作日
20240808,4,0,工作日,正常工作日
20240809,5,0,工作日,正常工作日
20240810,6,1,休息日,正常休息日(周末)
20240811,7,1,休息日,正常休息日(周末)
20240812,1,0,工作日,正常工作日
20240813,2,0,工作日,正常工作日
20240814,3,0,工作日,正常工作日
20240815,4,0,工作日,正常工作日
20240816,5,0,工作日,正常工作日
20240817,6,1,休息日,正常休息日(周末)
20240818,7,1,休息日,正常休息日(周末)
20240819,1,0,工作日,正常工作日
20240820,2,0,工作日,正常工作日
20240821,3,0,工作日,正常工作日
20240822,4,0,工作日,正常工作日
20240823,5,0,工作日,正常工作日
20240824,6,1,休息日,正常休息日(周末)
20240825,7,1,休息日,正常休息日(周末)
20240826,1,0,工作日,正常工作日
20240827,2,0,工作日,正常工作日
20240828,3,0,工作日,正常工作日
20240829,4,0,工作日,正常工作日
20240830,5,0,工作日,正常工作日
20240831,6,1,休息日,正常休息日(周末)
20240901,7,1,休息日,正常休息日(周末)
20240902,1,0,工作日,正常工作日
20240903,2,0,工作日,正常工作日
20240904,3,0,工作日,正常工作日
20240905,4,0,工作日,正常工作日
20240906,5,0,工作日,正常工作日
20240907,6,1,休息日,正常休息日(周末)
20240908,7,1,休息日,正常休息日(周末)
20240909,1,0,工作日,正常工作日
20240910,2,0,工作日,正常工作日
20240911,3,0,工作日,正常工作日
20240912,4,0,工作日,正常工作日
20240913,5,0,工作日,正常工作日
20240914,6,0,工作日,法定工作日(法定调整上班)
20240915,7,1,休息日,法定休息日(法定节假日)
20240916,1,1,休息日,法定休息日(法定节假日)
20240917,2,1,休息日,法定休息日(法定节假日)
20240918,3,0,工作日,正常工作日
20240919,4,0,工作日,正常工作日
20240920,5,0,工作日,正常工作日
20240921,6,1,休息日,正常休息日(周末)
20240922,7,1,休息日,正常休息日(周末)
20240923,1,0,工作日,正常工作日
20240924,2,0,工作日,正常工作日
20240925,3,0,工作日,正常工作日
20240926,4,0,工作日,正常工作日
20240927,5,0,工作日,正常工作日
20240928,6,1,休息日,正常休息日(周末)
20240929,7,0,工作日,法定工作日(法定调整上班)
20240930,1,0,工作日,正常工作日
20241001,2,1,休息日,法定休息日(法定节假日)
20241002,3,1,休息日,法定休息日(法定节假日)
20241003,4,1,休息日,法定休息日(法定节假日)
20241004,5,1,休息日,法定休息日(法定节假日)
20241005,6,1,休息日,法定休息日(法定节假日)
20241006,7,1,休息日,法定休息日(法定节假日)
20241007,1,1,休息日,法定休息日(法定节假日)
20241008,2,0,工作日,正常工作日
20241009,3,0,工作日,正常工作日
20241010,4,0,工作日,正常工作日
20241011,5,0,工作日,正常工作日
20241012,6,0,工作日,法定工作日(法定调整上班)
20241013,7,1,休息日,正常休息日(周末)
20241014,1,0,工作日,正常工作日
20241015,2,0,工作日,正常工作日
20241016,3,0,工作日,正常工作日
20241017,4,0,工作日,正常工作日
20241018,5,0,工作日,正常工作日
20241019,6,1,休息日,正常休息日(周末)
20241020,7,1,休息日,正常休息日(周末)
20241021,1,0,工作日,正常工作日
20241022,2,0,工作日,正常工作日
20241023,3,0,工作日,正常工作日
20241024,4,0,工作日,正常工作日
20241025,5,0,工作日,正常工作日
20241026,6,1,休息日,正常休息日(周末)
20241027,7,1,休息日,正常休息日(周末)
20241028,1,0,工作日,正常工作日
20241029,2,0,工作日,正常工作日
20241030,3,0,工作日,正常工作日
20241031,4,0,工作日,正常工作日
20241101,5,0,工作日,正常工作日
20241102,6,1,休息日,正常休息日(周末)
20241103,7,1,休息日,正常休息日(周末)
20241104,1,0,工作日,正常工作日
20241105,2,0,工作日,正常工作日
20241106,3,0,工作日,正常工作日
20241107,4,0,工作日,正常工作日
20241108,5,0,工作日,正常工作日
20241109,6,1,休息日,正常休息日(周末)
20241110,7,1,休息日,正常休息日(周末)
20241111,1,0,工作日,正常工作日
20241112,2,0,工作日,正常工作日
20241113,3,0,工作日,正常工作日
20241114,4,0,工作日,正常工作日
20241115,5,0,工作日,正常工作日
20241116,6,1,休息日,正常休息日(周末)
20241117,7,1,休息日,正常休息日(周末)
20241118,1,0,工作日,正常工作日
20241119,2,0,工作日,正常工作日
20241120,3,0,工作日,正常工作日
20241121,4,0,工作日,正常工作日
20241122,5,0,工作日,正常工作日
20241123,6,1,休息日,正常休息日(周末)
20241124,7,1,休息日,正常休息日(周末)
20241125,1,0,工作日,正常工作日
20241126,2,0,工作日,正常工作日
20241127,3,0,工作日,正常工作日
20241128,4,0,工作日,正常工作日
20241129,5,0,工作日,正常工作日
20241130,6,1,休息日,正常休息日(周末)
20241201,7,1,休息日,正常休息日(周末)
20241202,1,0,工作日,正常工作日
20241203,2,0,工作日,正常工作日
20241204,3,0,工作日,正常工作日
20241205,4,0,工作日,正常工作日
20241206,5,0,工作日,正常工作日
20241207,6,1,休息日,正常休息日(周末)
20241208,7,1,休息日,正常休息日(周末)
20241209,1,0,工作日,正常工作日
20241210,2,0,工作日,正常工作日
20241211,3,0,工作日,正常工作日
20241212,4,0,工作日,正常工作日
20241213,5,0,工作日,正常工作日
20241214,6,1,休息日,正常休息日(周末)
20241215,7,1,休息日,正常休息日(周末)
20241216,1,0,工作日,正常工作日
20241217,2,0,工作日,正常工作日
20241218,3,0,工作日,正常工作日
20241219,4,0,工作日,正常工作日
20241220,5,0,工作日,正常工作日
20241221,6,1,休息日,正常休息日(周末)
20241222,7,1,休息日,正常休息日(周末)
20241223,1,0,工作日,正常工作日
20241224,2,0,工作日,正常工作日
20241225,3,0,工作日,正常工作日
20241226,4,0,工作日,正常工作日
20241227,5,0,工作日,正常工作日
20241228,6,1,休息日,正常休息日(周末)
20241229,7,1,休息日,正常休息日(周末)
20241230,1,0,工作日,正常工作日
20241231,2,0,工作日,正常工作日
20250101,3,1,休息日,正常工作日
20250102,4,0,工作日,正常工作日
20250103,5,0,工作日,正常工作日
20250104,6,1,休息日,正常休息日(周末)
20250105,7,1,休息日,正常休息日(周末)
20250106,1,0,工作日,正常工作日
20250107,2,0,工作日,正常工作日
20250108,3,0,工作日,正常工作日
20250109,4,0,工作日,正常工作日
20250110,5,0,工作日,正常工作日
20250111,6,1,休息日,正常休息日(周末)
20250112,7,1,休息日,正常休息日(周末)
20250113,1,0,工作日,正常工作日
20250114,2,0,工作日,正常工作日
20250115,3,0,工作日,正常工作日
20250116,4,0,工作日,正常工作日
20250117,5,0,工作日,正常工作日
20250118,6,1,休息日,正常休息日(周末)
20250119,7,1,休息日,正常休息日(周末)
20250120,1,0,工作日,正常工作日
20250121,2,0,工作日,正常工作日
20250122,3,0,工作日,正常工作日
20250123,4,0,工作日,正常工作日
20250124,5,0,工作日,正常工作日
20250125,6,1,休息日,正常休息日(周末)
20250126,7,0,工作日,正常休息日(周末)
20250127,1,0,工作日,正常工作日
20250128,2,1,休息日,正常工作日
20250129,3,1,休息日,正常工作日
20250130,4,1,休息日,正常工作日
20250131,5,1,休息日,正常工作日
20250201,6,1,休息日,正常休息日(周末)
20250202,7,1,休息日,正常休息日(周末)
20250203,1,1,休息日,正常工作日
20250204,2,1,休息日,正常工作日
20250205,3,0,工作日,正常工作日
20250206,4,0,工作日,正常工作日
20250207,5,0,工作日,正常工作日
20250208,6,0,工作日,正常休息日(周末)
20250209,7,1,休息日,正常休息日(周末)
20250210,1,0,工作日,正常工作日
20250211,2,0,工作日,正常工作日
20250212,3,0,工作日,正常工作日
20250213,4,0,工作日,正常工作日
20250214,5,0,工作日,正常工作日
20250215,6,1,休息日,正常休息日(周末)
20250216,7,1,休息日,正常休息日(周末)
20250217,1,0,工作日,正常工作日
20250218,2,0,工作日,正常工作日
20250219,3,0,工作日,正常工作日
20250220,4,0,工作日,正常工作日
20250221,5,0,工作日,正常工作日
20250222,6,1,休息日,正常休息日(周末)
20250223,7,1,休息日,正常休息日(周末)
20250224,1,0,工作日,正常工作日
20250225,2,0,工作日,正常工作日
20250226,3,0,工作日,正常工作日
20250227,4,0,工作日,正常工作日
20250228,5,0,工作日,正常工作日
20250301,6,1,休息日,正常休息日(周末)
20250302,7,1,休息日,正常休息日(周末)
20250303,1,0,工作日,正常工作日
20250304,2,0,工作日,正常工作日
20250305,3,0,工作日,正常工作日
20250306,4,0,工作日,正常工作日
20250307,5,0,工作日,正常工作日
20250308,6,1,休息日,正常休息日(周末)
20250309,7,1,休息日,正常休息日(周末)
20250310,1,0,工作日,正常工作日
20250311,2,0,工作日,正常工作日
20250312,3,0,工作日,正常工作日
20250313,4,0,工作日,正常工作日
20250314,5,0,工作日,正常工作日
20250315,6,1,休息日,正常休息日(周末)
20250316,7,1,休息日,正常休息日(周末)
20250317,1,0,工作日,正常工作日
20250318,2,0,工作日,正常工作日
20250319,3,0,工作日,正常工作日
20250320,4,0,工作日,正常工作日
20250321,5,0,工作日,正常工作日
20250322,6,1,休息日,正常休息日(周末)
20250323,7,1,休息日,正常休息日(周末)
20250324,1,0,工作日,正常工作日
20250325,2,0,工作日,正常工作日
20250326,3,0,工作日,正常工作日
20250327,4,0,工作日,正常工作日
20250328,5,0,工作日,正常工作日
20250329,6,1,休息日,正常休息日(周末)
20250330,7,1,休息日,正常休息日(周末)
20250331,1,0,工作日,正常工作日
20250401,2,0,工作日,正常工作日
20250402,3,0,工作日,正常工作日
20250403,4,0,工作日,正常工作日
20250404,5,1,休息日,正常工作日
20250405,6,1,休息日,正常休息日(周末)
20250406,7,1,休息日,正常休息日(周末)
20250407,1,0,工作日,正常工作日
20250408,2,0,工作日,正常工作日
20250409,3,0,工作日,正常工作日
20250410,4,0,工作日,正常工作日
20250411,5,0,工作日,正常工作日
20250412,6,1,休息日,正常休息日(周末)
20250413,7,1,休息日,正常休息日(周末)
20250414,1,0,工作日,正常工作日
20250415,2,0,工作日,正常工作日
20250416,3,0,工作日,正常工作日
20250417,4,0,工作日,正常工作日
20250418,5,0,工作日,正常工作日
20250419,6,1,休息日,正常休息日(周末)
20250420,7,1,休息日,正常休息日(周末)
20250421,1,0,工作日,正常工作日
20250422,2,0,工作日,正常工作日
20250423,3,0,工作日,正常工作日
20250424,4,0,工作日,正常工作日
20250425,5,0,工作日,正常工作日
20250426,6,1,休息日,正常休息日(周末)
20250427,7,0,工作日,正常休息日(周末)
20250428,1,0,工作日,正常工作日
20250429,2,0,工作日,正常工作日
20250430,3,0,工作日,正常工作日
20250501,4,1,休息日,正常工作日
20250502,5,1,休息日,正常工作日
20250503,6,1,休息日,正常休息日(周末)
20250504,7,1,休息日,正常休息日(周末)
20250505,1,1,休息日,正常工作日
20250506,2,0,工作日,正常工作日
20250507,3,0,工作日,正常工作日
20250508,4,0,工作日,正常工作日
20250509,5,0,工作日,正常工作日
20250510,6,1,休息日,正常休息日(周末)
20250511,7,1,休息日,正常休息日(周末)
20250512,1,0,工作日,正常工作日
20250513,2,0,工作日,正常工作日
20250514,3,0,工作日,正常工作日
20250515,4,0,工作日,正常工作日
20250516,5,0,工作日,正常工作日
20250517,6,1,休息日,正常休息日(周末)
20250518,7,1,休息日,正常休息日(周末)
20250519,1,0,工作日,正常工作日
20250520,2,0,工作日,正常工作日
20250521,3,0,工作日,正常工作日
20250522,4,0,工作日,正常工作日
20250523,5,0,工作日,正常工作日
20250524,6,1,休息日,正常休息日(周末)
20250525,7,1,休息日,正常休息日(周末)
20250526,1,0,工作日,正常工作日
20250527,2,0,工作日,正常工作日
20250528,3,0,工作日,正常工作日
20250529,4,0,工作日,正常工作日
20250530,5,0,工作日,正常工作日
20250531,6,1,休息日,正常休息日(周末)
20250601,7,1,休息日,正常休息日(周末)
20250602,1,1,休息日,正常工作日
20250603,2,0,工作日,正常工作日
20250604,3,0,工作日,正常工作日
20250605,4,0,工作日,正常工作日
20250606,5,0,工作日,正常工作日
20250607,6,1,休息日,正常休息日(周末)
20250608,7,1,休息日,正常休息日(周末)
20250609,1,0,工作日,正常工作日
20250610,2,0,工作日,正常工作日
20250611,3,0,工作日,正常工作日
20250612,4,0,工作日,正常工作日
20250613,5,0,工作日,正常工作日
20250614,6,1,休息日,正常休息日(周末)
20250615,7,1,休息日,正常休息日(周末)
20250616,1,0,工作日,正常工作日
20250617,2,0,工作日,正常工作日
20250618,3,0,工作日,正常工作日
20250619,4,0,工作日,正常工作日
20250620,5,0,工作日,正常工作日
20250621,6,1,休息日,正常休息日(周末)
20250622,7,1,休息日,正常休息日(周末)
20250623,1,0,工作日,正常工作日
20250624,2,0,工作日,正常工作日
20250625,3,0,工作日,正常工作日
20250626,4,0,工作日,正常工作日
20250627,5,0,工作日,正常工作日
20250628,6,1,休息日,正常休息日(周末)
20250629,7,1,休息日,正常休息日(周末)
20250630,1,0,工作日,正常工作日
20250701,2,0,工作日,正常工作日
20250702,3,0,工作日,正常工作日
20250703,4,0,工作日,正常工作日
20250704,5,0,工作日,正常工作日
20250705,6,1,休息日,正常休息日(周末)
20250706,7,1,休息日,正常休息日(周末)
20250707,1,0,工作日,正常工作日
20250708,2,0,工作日,正常工作日
20250709,3,0,工作日,正常工作日
20250710,4,0,工作日,正常工作日
20250711,5,0,工作日,正常工作日
20250712,6,1,休息日,正常休息日(周末)
20250713,7,1,休息日,正常休息日(周末)
20250714,1,0,工作日,正常工作日
20250715,2,0,工作日,正常工作日
20250716,3,0,工作日,正常工作日
20250717,4,0,工作日,正常工作日
20250718,5,0,工作日,正常工作日
20250719,6,1,休息日,正常休息日(周末)
20250720,7,1,休息日,正常休息日(周末)
20250721,1,0,工作日,正常工作日
20250722,2,0,工作日,正常工作日
20250723,3,0,工作日,正常工作日
20250724,4,0,工作日,正常工作日
20250725,5,0,工作日,正常工作日
20250726,6,1,休息日,正常休息日(周末)
20250727,7,1,休息日,正常休息日(周末)
20250728,1,0,工作日,正常工作日
20250729,2,0,工作日,正常工作日
20250730,3,0,工作日,正常工作日
20250731,4,0,工作日,正常工作日
20250801,5,0,工作日,正常工作日
20250802,6,1,休息日,正常休息日(周末)
20250803,7,1,休息日,正常休息日(周末)
20250804,1,0,工作日,正常工作日
20250805,2,0,工作日,正常工作日
20250806,3,0,工作日,正常工作日
20250807,4,0,工作日,正常工作日
20250808,5,0,工作日,正常工作日
20250809,6,1,休息日,正常休息日(周末)
20250810,7,1,休息日,正常休息日(周末)
20250811,1,0,工作日,正常工作日
20250812,2,0,工作日,正常工作日
20250813,3,0,工作日,正常工作日
20250814,4,0,工作日,正常工作日
20250815,5,0,工作日,正常工作日
20250816,6,1,休息日,正常休息日(周末)
20250817,7,1,休息日,正常休息日(周末)
20250818,1,0,工作日,正常工作日
20250819,2,0,工作日,正常工作日
20250820,3,0,工作日,正常工作日
20250821,4,0,工作日,正常工作日
20250822,5,0,工作日,正常工作日
20250823,6,1,休息日,正常休息日(周末)
20250824,7,1,休息日,正常休息日(周末)
20250825,1,0,工作日,正常工作日
20250826,2,0,工作日,正常工作日
20250827,3,0,工作日,正常工作日
20250828,4,0,工作日,正常工作日
20250829,5,0,工作日,正常工作日
20250830,6,1,休息日,正常休息日(周末)
20250831,7,1,休息日,正常休息日(周末)
20250901,1,0,工作日,正常工作日
20250902,2,0,工作日,正常工作日
20250903,3,0,工作日,正常工作日
20250904,4,0,工作日,正常工作日
20250905,5,0,工作日,正常工作日
20250906,6,1,休息日,正常休息日(周末)
20250907,7,1,休息日,正常休息日(周末)
20250908,1,0,工作日,正常工作日
20250909,2,0,工作日,正常工作日
20250910,3,0,工作日,正常工作日
20250911,4,0,工作日,正常工作日
20250912,5,0,工作日,正常工作日
20250913,6,1,休息日,正常休息日(周末)
20250914,7,1,休息日,正常休息日(周末)
20250915,1,0,工作日,正常工作日
20250916,2,0,工作日,正常工作日
20250917,3,0,工作日,正常工作日
20250918,4,0,工作日,正常工作日
20250919,5,0,工作日,正常工作日
20250920,6,1,休息日,正常休息日(周末)
20250921,7,1,休息日,正常休息日(周末)
20250922,1,0,工作日,正常工作日
20250923,2,0,工作日,正常工作日
20250924,3,0,工作日,正常工作日
20250925,4,0,工作日,正常工作日
20250926,5,0,工作日,正常工作日
20250927,6,1,休息日,正常休息日(周末)
20250928,7,0,工作日,正常休息日(周末)
20250929,1,0,工作日,正常工作日
20250930,2,0,工作日,正常工作日
20251001,3,1,休息日,正常工作日
20251002,4,1,休息日,正常工作日
20251003,5,1,休息日,正常工作日
20251004,6,1,休息日,正常休息日(周末)
20251005,7,1,休息日,正常休息日(周末)
20251006,1,1,休息日,正常工作日
20251007,2,1,休息日,正常工作日
20251008,3,1,休息日,正常工作日
20251009,4,0,工作日,正常工作日
20251010,5,0,工作日,正常工作日
20251011,6,0,工作日,正常休息日(周末)
20251012,7,1,休息日,正常休息日(周末)
20251013,1,0,工作日,正常工作日
20251014,2,0,工作日,正常工作日
20251015,3,0,工作日,正常工作日
20251016,4,0,工作日,正常工作日
20251017,5,0,工作日,正常工作日
20251018,6,1,休息日,正常休息日(周末)
20251019,7,1,休息日,正常休息日(周末)
20251020,1,0,工作日,正常工作日
20251021,2,0,工作日,正常工作日
20251022,3,0,工作日,正常工作日
20251023,4,0,工作日,正常工作日
20251024,5,0,工作日,正常工作日
20251025,6,1,休息日,正常休息日(周末)
20251026,7,1,休息日,正常休息日(周末)
20251027,1,0,工作日,正常工作日
20251028,2,0,工作日,正常工作日
20251029,3,0,工作日,正常工作日
20251030,4,0,工作日,正常工作日
20251031,5,0,工作日,正常工作日
20251101,6,1,休息日,正常休息日(周末)
20251102,7,1,休息日,正常休息日(周末)
20251103,1,0,工作日,正常工作日
20251104,2,0,工作日,正常工作日
20251105,3,0,工作日,正常工作日
20251106,4,0,工作日,正常工作日
20251107,5,0,工作日,正常工作日
20251108,6,1,休息日,正常休息日(周末)
20251109,7,1,休息日,正常休息日(周末)
20251110,1,0,工作日,正常工作日
20251111,2,0,工作日,正常工作日
20251112,3,0,工作日,正常工作日
20251113,4,0,工作日,正常工作日
20251114,5,0,工作日,正常工作日
20251115,6,1,休息日,正常休息日(周末)
20251116,7,1,休息日,正常休息日(周末)
20251117,1,0,工作日,正常工作日
20251118,2,0,工作日,正常工作日
20251119,3,0,工作日,正常工作日
20251120,4,0,工作日,正常工作日
20251121,5,0,工作日,正常工作日
20251122,6,1,休息日,正常休息日(周末)
20251123,7,1,休息日,正常休息日(周末)
20251124,1,0,工作日,正常工作日
20251125,2,0,工作日,正常工作日
20251126,3,0,工作日,正常工作日
20251127,4,0,工作日,正常工作日
20251128,5,0,工作日,正常工作日
20251129,6,1,休息日,正常休息日(周末)
20251130,7,1,休息日,正常休息日(周末)
20251201,1,0,工作日,正常工作日
20251202,2,0,工作日,正常工作日
20251203,3,0,工作日,正常工作日
20251204,4,0,工作日,正常工作日
20251205,5,0,工作日,正常工作日
20251206,6,1,休息日,正常休息日(周末)
20251207,7,1,休息日,正常休息日(周末)
20251208,1,0,工作日,正常工作日
20251209,2,0,工作日,正常工作日
20251210,3,0,工作日,正常工作日
20251211,4,0,工作日,正常工作日
20251212,5,0,工作日,正常工作日
20251213,6,1,休息日,正常休息日(周末)
20251214,7,1,休息日,正常休息日(周末)
20251215,1,0,工作日,正常工作日
20251216,2,0,工作日,正常工作日
20251217,3,0,工作日,正常工作日
20251218,4,0,工作日,正常工作日
20251219,5,0,工作日,正常工作日
